Question,Response
ละครโทรทัศน์ไทยเรื่องมายาสีมุก ใครเป็นบทประพันธ์,ทวิตา
ตัวละครที่ชื่อ คีรินทร์ ในละครเรื่องมายาสีมุก ที่ออกอากาศทางสถานีโทรทัศน์สีกองทัพบกช่อง 7 นำแสดงโดยใคร,วีรภาพ สุภาพไพบูลย์
ม้านิลมังกร เป็นสัตว์ประหลาดในวรรณคดีไทย ที่แต่งโดยสุนทรภู่ มีชื่อเรื่องอะไร,พระอภัยมณี
ผู้แต่งวรรณคดีไทยเรื่องพระอภัยมณี มีชื่อว่าอะไร,สุนทรภู่
พระราชบิดาของหม่อมยิ่ง หรือ พระเจ้าพี่นางเธอ พระองค์เจ้ายิ่งเยาวลักษณ์ อรรคราชสุดา มีพระนามว่าอะไร,พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว
พระมารดาของพระองค์เจ้ายิ่งเยาวลักษณ์ อรรคราชสุดา มีพระนามว่าอะไร,เจ้าจอมมารดาแพ
สะพานชมัยมรุเชฐอยู่บนถนนพิษณุโลก เป็นสะพานข้ามคลองอะไร,คลองเปรมประชากร
สะพานชมัยมรุเชฐ อยู่บนถนนพิษณุโลก ก่อสร้างในรัชกาลใด,รัชกาลที่ 5
พ่อของอาจารย์สมพร ยกตรี คือใคร,นายคำแสน ยกตรี
สนามแข่งรถแห่งแรกที่นายแฮร์มันน์ ทิลเคอ ออกแบบมีชื่อว่าอะไร,สนามเอวันริง
พรพิมล ธรรมสาร เกิดที่จังหวัดใด,ลำปาง
พระมหากษัตริย์ไทยรัชกาลที่ 30 แห่งอาณาจักรอยุธยา มีพระนามว่าอะไร,สมเด็จพระสรรเพชญ์ที่ 9
จำเริญสุข อ่าวอุดมผล เป็นนักกรีฑาของชาติอะไร,ลาว
เจมส์ แอนโทนี่ ไซมอน เป็นโปรดิวเซอร์เพลงฮิบฮอบ ชาวอะไร,ชาวอเมริกัน
นายสาคร เกี่ยวข้อง เป็นสมาชิกสภาผู้แทนราษฎรจังหวัดกระบี่ สังกัดพรรคการเมืองใด,พรรคประชาธิปัตย์
